-0.03397827,-0.007177734,1.985086,-0.13591309,-0.028710939,7.9403443
-0.034457397,-0.004785156,1.9831725,-0.13782959,-0.019140625,7.9326906
-0.03254089,-0.004785156,1.9841276,-0.13016358,-0.019140625,7.9365115
-0.03684997,-0.0052642818,1.9874785,-0.1473999,-0.021057129,7.949915
-0.033499144,-0.00430603,1.9807799,-0.13399658,-0.017224122,7.9231205
-0.033499144,-0.00430603,1.9817351,-0.13399658,-0.017224122,7.926941
-0.03254089,-0.004785156,1.9807799,-0.13016358,-0.019140625,7.9231205
-0.037805174,-0.0038299558,1.9869994,-0.15122071,-0.015319824,7.947998
-0.03397827,-0.0052642818,1.9826933,-0.13591309,-0.021057129,7.930774
-0.038284298,-9.582519E-4,1.9893919,-0.1531372,-0.003833008,7.9575686
-0.033499144,-0.002392578,1.9841276,-0.13399658,-0.009570313,7.9365115
-0.03493652,-0.0057434076,1.9846069,-0.1397461,-0.022973634,7.938428
-0.035891723,-0.00335083,1.9865203,-0.14356689,-0.013403321,7.9460816
-0.038284298,-0.004785156,1.9874785,-0.1531372,-0.019140625,7.949915
-0.033499144,-0.006222534,1.985086,-0.13399658,-0.024890136,7.9403443
-0.03684997,-0.006698608,1.981256,-0.1473999,-0.026794434,7.9250245
-0.03684997,-0.006698608,1.9846069,-0.1473999,-0.026794434,7.938428
-0.034457397,-0.001434326,1.9869994,-0.13782959,-0.0057373047,7.947998
-0.03684997,-0.006698608,1.9822142,-0.1473999,-0.026794434,7.928858
-0.03254089,-0.0038299558,1.9822142,-0.13016358,-0.015319824,7.928858
-0.033499144,-0.0038299558,1.9803008,-0.13399658,-0.015319824,7.9212036
-0.037805174,-0.0038299558,1.9865203,-0.15122071,-0.015319824,7.9460816
-0.034457397,-0.006698608,1.9826933,-0.13782959,-0.026794434,7.930774
-0.03684997,-0.0038299558,1.9826933,-0.1473999,-0.015319824,7.930774
-0.03397827,-0.002392578,1.981256,-0.13591309,-0.009570313,7.9250245
-0.033499144,-0.00430603,1.9822142,-0.13399658,-0.017224122,7.928858
-0.03254089,-0.0052642818,1.9803008,-0.13016358,-0.021057129,7.9212036
-0.03397827,-0.006698608,1.9817351,-0.13591309,-0.026794434,7.926941
-0.032064818,-0.0052642818,1.9817351,-0.12825927,-0.021057129,7.926941
-0.035412595,-0.00335083,1.985086,-0.1416504,-0.013403321,7.9403443
-0.035412595,-0.00335083,1.9826933,-0.1416504,-0.013403321,7.930774
-0.036370847,-0.008135986,1.9817351,-0.1454834,-0.032543946,7.926941
-0.03493652,-0.0057434076,1.9826933,-0.1397461,-0.022973634,7.930774
-0.036370847,-0.00430603,1.9860442,-0.1454834,-0.017224122,7.9441776
-0.03397827,-0.00430603,1.9803008,-0.13591309,-0.017224122,7.9212036
-0.033499144,9.582519E-4,1.9874785,-0.13399658,0.003833008,7.949915
-0.034457397,-0.0057434076,1.9803008,-0.13782959,-0.022973634,7.9212036
-0.031106565,-0.004785156,1.9807799,-0.124426275,-0.019140625,7.9231205
-0.03397827,-0.006222534,1.9822142,-0.13591309,-0.024890136,7.928858
-0.033020016,-0.004785156,1.9803008,-0.13208008,-0.019140625,7.9212036
-0.034457397,-0.002392578,1.9855651,-0.13782959,-0.009570313,7.9422607
-0.036370847,-0.00430603,1.9779083,-0.1454834,-0.017224122,7.9116335
-0.038284298,-0.008615112,1.9817351,-0.1531372,-0.034460448,7.926941
-0.034457397,-0.0038299558,1.9803008,-0.13782959,-0.015319824,7.9212036
-0.033499144,-0.0028717038,1.9783843,-0.13399658,-0.011486817,7.913538
-0.035891723,-0.002392578,1.9817351,-0.14356689,-0.009570313,7.926941
-0.03493652,-0.00335083,1.9817351,-0.1397461,-0.013403321,7.926941
-0.03397827,-0.0028717038,1.9798217,-0.13591309,-0.011486817,7.919287
-0.03254089,-0.00430603,1.981256,-0.13016358,-0.017224122,7.9250245
-0.034457397,-0.0052642818,1.981256,-0.13782959,-0.021057129,7.9250245
-0.033020016,-0.007177734,1.9803008,-0.13208008,-0.028710939,7.9212036
-0.03158569,-0.0038299558,1.9807799,-0.12634277,-0.015319824,7.9231205
-0.03493652,-0.00335083,1.9817351,-0.1397461,-0.013403321,7.926941
-0.03684997,-0.007177734,1.9788634,-0.1473999,-0.028710939,7.9154544
-0.034457397,-0.00335083,1.9803008,-0.13782959,-0.013403321,7.9212036
-0.033499144,-0.001913452,1.9826933,-0.13399658,-0.0076538087,7.930774
-0.033020016,-0.00430603,1.9822142,-0.13208008,-0.017224122,7.928858
-0.03254089,-0.002392578,1.981256,-0.13016358,-0.009570313,7.9250245
-0.033499144,-0.00335083,1.9826933,-0.13399658,-0.013403321,7.930774
-0.034457397,-0.00335083,1.9798217,-0.13782959,-0.013403321,7.919287
-0.03158569,-0.00430603,1.9807799,-0.12634277,-0.017224122,7.9231205
-0.033020016,-0.0038299558,1.9788634,-0.13208008,-0.015319824,7.9154544
-0.033499144,-0.0038299558,1.9793426,-0.13399658,-0.015319824,7.917371
-0.033020016,-0.00335083,1.9798217,-0.13208008,-0.013403321,7.919287
-0.030148314,-0.0052642818,1.9798217,-0.120593265,-0.021057129,7.919287
-0.033499144,-0.002392578,1.981256,-0.13399658,-0.009570313,7.9250245
-0.032064818,-0.0057434076,1.9788634,-0.12825927,-0.022973634,7.9154544
-0.036370847,-0.007177734,1.9831725,-0.1454834,-0.028710939,7.9326906
-0.037805174,-0.0105285635,1.9798217,-0.15122071,-0.042114258,7.919287
-0.03493652,-0.004785156,1.9803008,-0.1397461,-0.019140625,7.9212036
-0.034457397,-0.0076568597,1.9803008,-0.13782959,-0.030627443,7.9212036
-0.03972168,-0.010049438,1.9803008,-0.15888672,-0.040197752,7.9212036
-0.030148314,-0.00430603,1.981256,-0.120593265,-0.017224122,7.9250245
-0.03493652,-0.0052642818,1.9793426,-0.1397461,-0.021057129,7.917371
-0.036370847,-9.582519E-4,1.9798217,-0.1454834,-0.003833008,7.919287
-0.034457397,-0.0028717038,1.9817351,-0.13782959,-0.011486817,7.926941
-0.03397827,-0.00335083,1.9803008,-0.13591309,-0.013403321,7.9212036
-0.032064818,-0.024407957,1.9956145,-0.12825927,-0.09763184,7.9824586
-0.03684997,-0.008615112,1.9826933,-0.1473999,-0.034460448,7.930774
-0.03397827,-0.0038299558,1.9826933,-0.13591309,-0.015319824,7.930774
-0.035891723,-0.00335083,1.9798217,-0.14356689,-0.013403321,7.919287
-0.03254089,-0.004785156,1.981256,-0.13016358,-0.019140625,7.9250245
-0.03493652,-0.00430603,1.9807799,-0.1397461,-0.017224122,7.9231205
